;;1024 tuiles;256 tuiles;64 tuiles;16 tuiles;4 tuiles;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,643166304;G and BW;1;;make_tuile_by_engine;14;0,651343346;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,709786177;G and BW;1;;make_tuile_by_engine;14;0,761245489;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,436777353;G and BW;1;;make_tuile_by_engine;14;34,07358932;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;5,465827942;G and BW;1;;make_tuile_by_engine;14;130,0326121;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;2,038150549;G and BW;1;;make_tuile_by_engine;14;64,24179268;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,703692675;G and BW;1;;make_tuile_by_engine;14;177,3625605;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,595496893;G and BW;1;;make_tuile_by_engine;14;301,8082242;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,609944344;G and BW;1;;make_tuile_by_engine;14;300,9928794;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,547390938;G and BW;1;;make_tuile_by_engine;14;296,683953;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,545516253;G and BW;1;;make_tuile_by_engine;14;296,929436;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,510801077;G and BW;1;;make_tuile_by_engine;14;293,9834077;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,451848269;G and BW;1;;make_tuile_by_engine;14;178,808043;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,46454525;G and BW;1;;make_tuile_by_engine;14;0,701540947;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,439905643;G and BW;1;;make_tuile_by_engine;14;0,525869846;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,382311344;G and BW;1;;make_tuile_by_engine;14;0,469743013;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,375990629;G and BW;1;;make_tuile_by_engine;14;0,509609222;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,445959091;G and BW;1;;make_tuile_by_engine;14;0,550946474;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,455646753;G and BW;1;;make_tuile_by_engine;14;0,665338993;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,513023138;G and BW;1;;make_tuile_by_engine;14;1,029920101;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,548375845;G and BW;1;;make_tuile_by_engine;14;0,854052305;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,530775547;G and BW;1;;make_tuile_by_engine;14;0,799351215;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,532404423;G and BW;1;;make_tuile_by_engine;14;37,58806419;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,514431715;G and BW;1;;make_tuile_by_engine;14;254,5856814;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,534501076;G and BW;1;;make_tuile_by_engine;14;296,1094573;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,521066189;G and BW;1;;make_tuile_by_engine;14;300,4027598;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,524217606;G and BW;1;;make_tuile_by_engine;14;302,1753559;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,536016703;G and BW;1;;make_tuile_by_engine;14;287,0235429;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,575333834;G and BW;1;;make_tuile_by_engine;14;76,74629617;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,605755806;G and BW;1;;make_tuile_by_engine;14;0,693256378;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,599354744;G and BW;1;;make_tuile_by_engine;14;0,508129358;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,583201647;G and BW;1;;make_tuile_by_engine;14;0,452620745;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,64278841;G and BW;1;;make_tuile_by_engine;14;0,528455257;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,69310379;G and BW;1;;make_tuile_by_engine;14;0,510084867;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,794439316;G and BW;1;;make_tuile_by_engine;14;0,504340887;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,094495296;G and BW;1;;make_tuile_by_engine;14;0,559709072;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;14,31729436;G and BW;1;;make_tuile_by_engine;14;0,653172255;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,179038048;G and BW;1;;make_tuile_by_engine;14;0,65171361;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,790691614;G and BW;1;;make_tuile_by_engine;14;0,921936274;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,698446989;G and BW;1;;make_tuile_by_engine;14;69,763412;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,615022898;G and BW;1;;make_tuile_by_engine;14;154,7482877;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,591648579;G and BW;1;;make_tuile_by_engine;14;263,7430212;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,545810461;G and BW;1;;make_tuile_by_engine;14;197,176878;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,536461115;G and BW;1;;make_tuile_by_engine;14;82,96492767;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,555531025;G and BW;1;;make_tuile_by_engine;14;26,83928609;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,473343372;G and BW;1;;make_tuile_by_engine;14;0,591587067;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,450222731;G and BW;1;;make_tuile_by_engine;14;0,511868;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,384497404;G and BW;1;;make_tuile_by_engine;14;0,380941391;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,410540104;G and BW;1;;make_tuile_by_engine;14;0,493203163;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,446541309;G and BW;1;;make_tuile_by_engine;14;0,532328367;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,489532948;G and BW;1;;make_tuile_by_engine;14;0,518493891;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,545546532;G and BW;1;;make_tuile_by_engine;14;0,517884254;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,51762867;G and BW;1;;make_tuile_by_engine;14;0,536658049;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,544187784;G and BW;1;;make_tuile_by_engine;14;0,593800545;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,518046141;G and BW;1;;make_tuile_by_engine;14;0,6171875;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,522842646;G and BW;1;;make_tuile_by_engine;14;0,751231432;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,5193398;G and BW;1;;make_tuile_by_engine;14;1,086658716;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,515104055;G and BW;1;;make_tuile_by_engine;14;193,573961;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,513350725;G and BW;1;;make_tuile_by_engine;14;49,58986664;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,579960823;G and BW;1;;make_tuile_by_engine;14;0,743937492;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,611349106;G and BW;1;;make_tuile_by_engine;14;0,650042057;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,598013878;G and BW;1;;make_tuile_by_engine;14;0,52129674;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,590914965;G and BW;1;;make_tuile_by_engine;14;0,487545967;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,640477657;G and BW;1;;make_tuile_by_engine;14;0,380157471;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,694151163;G and BW;1;;make_tuile_by_engine;14;0,423795223;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,779631138;G and BW;1;;make_tuile_by_engine;14;0,491253138;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,357579947;G and BW;1;;make_tuile_by_engine;14;0,537197351;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;69,9511447;G and BW;1;;make_tuile_by_engine;14;0,55234766;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;225,290153;G and BW;1;;make_tuile_by_engine;14;0,506541252;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;45,48886132;G and BW;1;;make_tuile_by_engine;14;0,517636299;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,274055243;G and BW;1;;make_tuile_by_engine;14;0,603669882;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,730638027;G and BW;1;;make_tuile_by_engine;14;0,613135815;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,698727369;G and BW;1;;make_tuile_by_engine;14;0,716401577;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,810943604;G and BW;1;;make_tuile_by_engine;14;5,612281084;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,613377571;G and BW;1;;make_tuile_by_engine;14;1,206593275;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,560513258;G and BW;1;;make_tuile_by_engine;14;0,620453596;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,536212921;G and BW;1;;make_tuile_by_engine;14;0,580084324;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,533923388;G and BW;1;;make_tuile_by_engine;14;0,507679462;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,446527719;G and BW;1;;make_tuile_by_engine;14;0,435781956;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,377405167;G and BW;1;;make_tuile_by_engine;14;0,384391546;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,432723761;G and BW;1;;make_tuile_by_engine;14;0,397145033;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,518205166;G and BW;1;;make_tuile_by_engine;14;0,447636843;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,521752834;G and BW;1;;make_tuile_by_engine;14;0,464388371;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,610620022;G and BW;1;;make_tuile_by_engine;14;0,510566473;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,607414484;G and BW;1;;make_tuile_by_engine;14;0,520283937;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,542642355;G and BW;1;;make_tuile_by_engine;14;0,537783861;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,76702261;G and BW;1;;make_tuile_by_engine;14;0,519304991;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,465833426;G and BW;1;;make_tuile_by_engine;14;0,553239822;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,509866714;G and BW;1;;make_tuile_by_engine;14;0,590914011;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,560096979;G and BW;1;;make_tuile_by_engine;14;0,797082663;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,555468559;G and BW;1;;make_tuile_by_engine;14;0,616804361;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,678877592;G and BW;1;;make_tuile_by_engine;14;0,537852764;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,499553442;G and BW;1;;make_tuile_by_engine;14;0,471014977;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,590048075;G and BW;1;;make_tuile_by_engine;14;0,431219339;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,731734753;G and BW;1;;make_tuile_by_engine;14;0,455863237;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,826383114;G and BW;1;;make_tuile_by_engine;14;0,379821301;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,827944517;G and BW;1;;make_tuile_by_engine;14;0,369800091;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,961767912;G and BW;1;;make_tuile_by_engine;14;0,403431177;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,330910921;G and BW;1;;make_tuile_by_engine;14;0,465651274;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;193,7988069;G and BW;1;;make_tuile_by_engine;14;0,439700842;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,1974185;G and BW;1;;make_tuile_by_engine;14;0,453448057;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;156,1656251;G and BW;1;;make_tuile_by_engine;14;0,496412992;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,133411884;G and BW;1;;make_tuile_by_engine;14;0,500248909;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,88748765;G and BW;1;;make_tuile_by_engine;14;0,487704277;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,742025852;G and BW;1;;make_tuile_by_engine;14;0,479684353;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,755493402;G and BW;1;;make_tuile_by_engine;14;0,494464397;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,676382303;G and BW;1;;make_tuile_by_engine;14;0,455818415;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,580834389;G and BW;1;;make_tuile_by_engine;14;0,443097591;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,546223879;G and BW;1;;make_tuile_by_engine;14;0,481236219;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,550940037;G and BW;1;;make_tuile_by_engine;14;0,435056925;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,523344994;G and BW;1;;make_tuile_by_engine;14;0,439398527;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,390805006;G and BW;1;;make_tuile_by_engine;14;14734,87342;G and BW;256;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,469569683;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,549003839;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,537175179;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,545212507;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,552874088;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,559771299;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,540532827;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,55210638;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,586342812;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,609948874;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,624198675;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,65286994;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,697756529;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,745117664;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,213648796;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;4,483940363;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,67588377;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;29,39186049;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;63,17950392;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;170,8165534;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;300,4538245;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;145,2468736;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;48,15401769;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;22,56951523;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,038015366;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;2,696772337;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,080770731;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,635784864;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,521662712;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,510392666;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,517570019;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,390903473;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,483657837;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,513830662;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,510590076;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,527762413;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,527976036;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,534537315;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,559246063;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,561680794;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,611754894;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,682998657;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,720543861;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,680087805;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,726470232;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,76820302;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,978907108;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;90,04168773;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;192,7258642;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;243,4379301;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;296,7369425;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;303,6638379;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,3212204;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,6236811;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;300,344878;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;221,6402016;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;86,9425559;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;101,8629935;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,557767153;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,647803783;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,51991272;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,505954981;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,494507074;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,4104743;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,527563572;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,501264572;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,49676609;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,506472111;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,503511667;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,549042463;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,616297483;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,712856293;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,684996843;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,677038908;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,687432528;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,717356205;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,757155657;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,144478321;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;16,64050794;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;126,9143605;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;297,9634662;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;300,9811778;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;288,6386271;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;303,7511697;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;305,8039496;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,1191549;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,4148686;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;299,4814315;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;273,8864524;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;90,19711518;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,88158536;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,66335845;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,55047226;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,499877691;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,502235174;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,444662094;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
